# list of all "regular" pulsars from the ATNF catalogue
# https://www.atnf.csiro.au/research/pulsar/psrcat
#
# We define a regular pulsar as one with a spin period > 30 ms
#
# P0 = spin period in sec
# P1 = \dot{P}/P [dimensionless]
# d  = distance estimate in kpc
#
# citation: Manchester, R. N., Hobbs, G.B., Teoh, A. & Hobbs, M.,
#           AJ, 129, 1993-2006 (2005)

id    name          P0       dP0     P1       dP1        d     age
978   J1620-5414    1.156360 9.0e-11 6.74e-17 3.0e-18    1.978 2.72e+08
979   J1621-5039    1.084020 1.6e-10 1.30e-14 5.0e-17    3.917 1.32e+06
980   J1621-5243    0.371924 6.0e-11 7.68e-16 1.6e-17    6.435 7.67e+06

981   J1622-3751    0.731463 5.0e-10 2.57e-15 1.0e-17   12.019 4.51e+06
982   J1622-4332    0.916938 2.0e-11 1.56e-15 4.0e-19    9.762 9.28e+06
983   J1622-4347    0.457681 9.0e-12 5.05e-15 4.0e-18    5.039 1.44e+06
984   J1622-4802    0.265072 3.0e-11 3.07e-16 1.5e-17    5.321 1.37e+07
985   J1622-4845    0.735092 8.0e-11 1.10e-16 2.0e-19    4.244 1.06e+08

986   J1622-4944    1.072968 3.0e-10 1.71e-14 7.0e-17    5.412 9.95e+05
987   J1622-4950    4.327020 1.5e-08 2.78e-12 1.4e-15    5.571 2.47e+04
988   J1623-0841    0.503015 1.0e-11 1.96e-15 7.0e-19    4.643 4.08e+06
989   B1620-09      1.276446 1.7e-12 2.58e-15 1.0e-20    1.667 7.84e+06
990   B1620-42      0.364591 1.4e-12 1.01e-15 1.1e-19   21.557 5.75e+06

991   J1623-4949    0.725732 9.0e-11 4.21e-14 4.0e-17    3.356 2.73e+05
992   J1623-5005    0.085072 8.0e-13 4.16e-15 3.0e-20      NaN 3.24e+05
993   J1624-4041    0.167861 9.0e-13 4.72e-15 3.0e-20      NaN 5.63e+05
994   J1624-4411    0.233164 4.0e-12 7.99e-16 8.0e-19    3.344 4.62e+06
995   J1624-4613    0.871243 4.0e-10 6.07e-17 6.1e-17    4.779 2.27e+08

996   J1624-4721    0.448723 7.0e-11 4.15e-15 9.0e-18    5.634 1.71e+06
997   J1624+5850    0.651801 2.0e-11 3.31e-16 1.0e-18    3.187 3.12e+07
998   J1624+8643    0.395763 1.6e-12 2.55e-16 1.0e-18    9.175 2.46e+07
999   J1625-4048    2.355278 2.0e-10 4.43e-16 3.0e-18    5.612 8.42e+07
1000  J1625-4904    0.460339 7.0e-11 1.68e-14 2.0e-17    5.251 4.35e+05

1001  J1625-4913    0.355856 5.0e-11 6.65e-15 1.0e-18    5.296 8.48e+05
1002  J1626-44      0.308354 5.0e-07      NaN       0    8.304    NaN
1003  J1626-4537    0.370141 9.0e-12 8.28e-15 1.1e-18    4.977 7.08e+05
1004  J1626-4807    0.293928 7.0e-11 1.75e-14 1.2e-17    7.453 2.66e+05
1005  J1626-6621    0.450868 1.0e-11 7.66e-16 5.0e-19    3.816 9.32e+06

1006  J1627+1419    0.490857 2.0e-12 3.93e-16 3.0e-18    4.325 1.98e+07
1007  J1627-4706    0.140746 6.0e-12 1.73e-15 6.0e-19    6.407 1.29e+06
1008  J1627-4845    0.612331 9.0e-12 3.64e-15 1.0e-17    4.880 2.66e+06
1009  J1627-49      0.623678 3.0e-06      NaN       0    5.542    NaN
1010  J1627-51      0.439684 5.0e-07      NaN       0    3.750    NaN

1011  J1627-5547    0.352464 7.0e-11 7.38e-16 2.0e-18    5.046 7.57e+06
1012  J1627-5936    0.354234 6.0e-11 8.00e-18 3.0e-18    3.391 7.02e+08
1013  J1628+4406    0.181178 7.0e-14 1.94e-17 3.0e-21    0.540 1.48e+08
1014  J1628-4804    0.865971 1.2e-10 1.24e-15 4.0e-17    6.887 1.10e+07
1015  J1628-4828    4.137539 1.6e-09 1.75e-14 1.8e-16    6.726 3.74e+06

1016  J1629+33      1.525000 0.0e+00      NaN       0   25.000    NaN
1017  J1629-3636    2.988193 9.0e-09 7.00e-15 1.0e-16    4.232 6.76e+06
1018  J1629-3825    0.526365 9.0e-12 4.44e-16 1.4e-18    5.574 1.88e+07
1019  J1629+43      0.181000 0.0e+00      NaN       0    0.544    NaN
1020  J1630-2609    1.912420 1.5e-10 1.57e-15 3.0e-18    5.297 1.93e+07

1021  J1630-4719    0.559071 4.0e-11 1.42e-14 1.9e-17    5.427 6.25e+05
1022  B1626-47      0.575971 2.0e-11 2.23e-14 2.0e-18    5.044 4.09e+05
1023  J1631-1612    0.677684 4.0e-11 1.10e-15 4.0e-18    0.839 9.80e+06
1024  J1631-4155    0.551241 4.0e-11 8.81e-18 7.3e-18   10.801 9.91e+08
1025  J1632-1013    0.717637 2.0e-11 6.60e-17 1.0e-18   10.272 1.72e+08

1026  J1632-4509    1.046810 4.0e-10 1.49e-14 9.0e-17   11.498 1.11e+06
1027  J1632-4621    1.709154 4.0e-11 7.60e-14 3.0e-17    9.986 3.56e+05
1028  J1632-4757    0.228569 3.0e-12 1.51e-14 4.0e-19    4.836 2.40e+05
1029  J1632-4818    0.813672 1.0e-09 6.49e-13 2.0e-18    5.308 1.99e+04
1030  J1633-2009    0.935557 6.0e-11 1.07e-15 3.0e-18    2.354 1.39e+07

1031  B1630-44      0.436507 4.0e-12 6.20e-15 2.0e-19   14.810 1.12e+06
1032  J1633-4805    0.710830 1.6e-10 7.69e-14 1.6e-17    6.171 1.46e+05
1033  B1629-50      0.352145 1.3e-12 3.79e-15 5.0e-21    6.005 1.47e+06
1034  J1634-4229    2.015263 4.0e-11 8.01e-15 2.0e-21   18.861 3.99e+06
1035  J1634-49      0.684936 2.0e-11      NaN       0   11.716    NaN

1036  J1634-5107    0.507356 1.3e-11 1.57e-15 1.3e-19    7.212 5.11e+06
1037  J1634-5640    0.224201 8.0e-11 4.10e-17 2.0e-18    5.461 8.66e+07
1038  J1635-1511    1.179387 8.0e-11 2.32e-16 4.0e-18    1.445 8.05e+07
1039  J1635+2332    1.208694 2.0e-11 8.63e-16 5.0e-18   25.000 2.22e+07
1040  B1633+24      0.490507 1.7e-12 1.19e-16 1.0e-20    2.433 6.51e+07

1041  J1635-4513    1.594746 8.0e-10 3.60e-15 3.0e-16    7.735 7.02e+06
1042  J1635-4735    2.594578 6.0e-06      NaN       0      NaN    NaN
1043  J1635-4944    0.671964 9.0e-11 8.79e-15 3.0e-17    7.360 1.21e+06
1044  B1630-59      0.529121 1.1e-10 1.37e-15 5.0e-18    7.214 6.13e+06
1045  J1636-2614    0.510454 8.0e-12 4.06e-15 1.1e-18    7.839 1.99e+06

1046  J1636-4440    0.206649 3.0e-11 4.67e-14 4.0e-18   12.455 7.01e+04
1047  J1636-4803    1.204644 3.0e-10 2.07e-14 1.5e-16    4.759 9.22e+05
1048  J1636-4933    0.430367 4.0e-11 1.51e-15 1.3e-17   10.229 4.53e+06
1049  J1637-4335    0.771367 1.8e-10 3.62e-15 3.0e-17   25.000 3.38e+06
1050  J1637-4450    0.252870 2.0e-11 5.75e-16 2.0e-18   11.423 6.96e+06

1051  B1634-45      0.118773 3.0e-12 3.19e-15 6.0e-20    3.442 5.90e+05
1052  J1637-46      0.493091 2.0e-06      NaN       0    5.744    NaN
1053  J1637-4642    0.154047 1.0e-10 5.93e-14 3.0e-18    4.410 4.12e+04
1054  J1637-4721    1.165741 2.0e-10 4.44e-15 1.3e-16    4.416 4.16e+06
1055  J1637-4816    0.837365 3.0e-10 5.83e-15 1.5e-17    7.362 2.27e+06

1056  J1638-35      0.705000 0.0e+00      NaN       0    5.476    NaN
1057  J1638-3815    0.698261 2.0e-10 7.70e-17 3.0e-18   19.076 1.44e+08
1058  J1638-3951    0.771130 8.0e-11 5.90e-16 4.0e-17   14.681 2.07e+07
1059  J1638+4005    0.767720 9.0e-11 1.83e-16 2.0e-18   25.000 6.65e+07
1060  J1638-4233    0.510929 3.0e-11 1.01e-14 3.0e-18   22.186 8.02e+05

1061  J1638-4344    1.121944 7.0e-11 2.50e-17 1.6e-17    4.741 7.11e+08
1062  J1638-44      0.568057 3.0e-10      NaN       0   12.466    NaN
1063  J1638-4417    0.117802 6.0e-12 1.61e-15 1.0e-19   12.027 1.16e+06
1064  J1638-4608    0.278155 8.0e-11 5.15e-14 1.3e-18    4.570 8.56e+04
1065  J1638-4725    0.763933 3.0e-07 4.79e-15 9.0e-16    4.742 2.53e+06

1066  J1638-5226    0.340503 6.0e-12 2.65e-15 4.0e-18    4.220 2.04e+06
1067  J1639-4359    0.587559 4.0e-11 1.50e-17 1.5e-17    4.892 6.21e+08
1068  B1635-45      0.264558 4.0e-12 2.89e-15 2.0e-19    3.788 1.45e+06
1069  J1640-4631    0.206443 1.8e-09 9.76e-13 5.0e-15   12.750 3.35e+03
1070  J1640-4648    0.178352 1.3e-11 8.06e-16 1.3e-18    4.469 3.51e+06

1071  B1636-47      0.517430 1.1e-10 4.21e-14 1.7e-18    4.909 1.95e+05
1072  J1640-4951    0.739099 3.0e-11 3.34e-16 5.0e-18    9.673 3.51e+07
1073  J1641-2347    1.091008 1.6e-11 4.11e-17 1.5e-18    0.922 4.21e+08
1074  J1641-5317    0.175106 3.0e-12 3.70e-15 7.0e-20      NaN 7.50e+05
1075  J1643+1338    1.099047 7.0e-11 7.78e-16 2.0e-18    4.641 2.24e+07

1076  J1643-4505    0.237390 3.0e-10 3.18e-14 6.0e-18    4.738 1.18e+05
1077  J1643-4522    1.347899 1.1e-10 8.28e-15 1.1e-17    4.615 2.58e+06
1078  J1643-4550    0.717508 1.6e-11 3.00e-14 3.0e-18    4.378 3.79e+05
1079  J1644-33      0.397000       0      NaN       0    7.786    NaN
1080  J1644-44      0.173911 2.0e-07      NaN       0    9.510    NaN

1081  B1641-45      0.455078 1.9e-12 2.01e-14 7.0e-20    4.500 3.59e+05
1082  J1644-46      0.250941 1.0e-07      NaN       0    4.284    NaN
1083  J1644-4657    0.125962 4.0e-11 7.50e-16 2.0e-17    6.749 2.66e+06
1084  B1642-03      0.387690 7.0e-12 1.78e-15 1.7e-20    3.846 3.45e+06
1085  J1645+1012    0.410861 1.0e-12 8.13e-17 2.0e-19    3.914 8.01e+07

1086  J1646-1910    4.817736 5.0e-09 1.00e-14 1.4e-16    2.616 7.61e+06
1087  J1646-4308    0.840680 3.0e-10 1.10e-16 8.0e-17   16.160 1.21e+08
1088  B1643-43      0.231603 9.0e-11 1.13e-13 4.0e-18    6.226 3.25e+04
1089  J1646-5123    0.530075 2.0e-11 2.10e-15 1.2e-17   10.974 4.00e+06
1090  B1641-68      1.785613 7.0e-12 1.70e-15 4.0e-19    1.245 1.66e+07

1091  J1647-3607    0.212316 5.0e-11 1.29e-16 2.0e-18   16.871 2.61e+07
1092  J1647-4552   10.610656 1.3e-07 8.33e-13 3.0e-14      NaN 2.02e+05
1093  J1647+6608    1.599798 3.0e-11 7.84e-15 1.6e-17    2.061 3.23e+06
1094  J1648-3256    0.719455 2.0e-12 3.53e-15 1.0e-19    6.729 3.23e+06
1095  J1648-4458    0.629632 8.0e-11 1.85e-15 8.0e-18    5.518 5.38e+06

1096  J1648-4611    0.164958 6.0e-12 2.37e-14 1.4e-18    4.468 1.10e+05
1097  J1648-6044    0.583765 5.0e-11 4.29e-16 3.0e-18    5.567 2.16e+07
1098  J1649+2533    1.015257 5.0e-10 5.59e-16 2.0e-19   25.000 2.88e+07
1099  J1649-3805    0.262026 7.0e-12 3.67e-17 1.4e-18    8.839 1.13e+08
1100  J1649-3935    0.770910 1.4e-11 3.91e-17 4.0e-19   13.459 3.12e+08

1101  J1649-4349    0.870712 7.0e-11 4.40e-17 1.9e-17    4.408 3.14e+08
1102  J1649-4653    0.557036 6.0e-11 4.96e-14 7.0e-20    4.964 1.78e+05
1103  J1649-4729    0.297692 5.0e-11 6.55e-15 1.6e-17   14.320 7.20e+05
1104  J1649-5553    0.613571 7.0e-11 1.70e-15 1.6e-17   11.604 5.73e+06
1105  J1650-1654    1.749552 4.0e-11 3.20e-15 4.0e-19    1.055 8.66e+06

1106  J1650-4126    0.308918 3.0e-12 1.98e-17 4.0e-19    4.869 2.47e+08
1107  J1650-4341    0.309398 4.0e-12 1.67e-17 1.9e-19    5.342 2.94e+08
1108  J1650-4502    0.380870 5.0e-11 1.61e-14 1.6e-17    3.918 3.76e+05
1109  J1650-4601    0.127123 1.7e-12 1.51e-14 5.0e-20      NaN 1.33e+05
1110  J1650-4921    0.156400 5.0e-14 1.82e-15 1.3e-20    5.307 1.36e+06

1111  J1651+14      0.828000       0      NaN       0   25.000    NaN
1112  B1648-17      0.973394 5.0e-12 3.04e-15 5.0e-20    0.836 5.08e+06
1113  B1648-42      0.844081 4.0e-11 4.75e-15 3.0e-18    5.200 2.82e+06
1114  J1651-4519    0.517443 1.9e-10 8.19e-15 1.1e-16    5.061 1.00e+06
1115  B1647-52      0.635058 5.0e-11 1.81e-15 1.3e-20    6.284 5.56e+06

1116  B1647-528     0.890537 8.0e-12 2.12e-15 5.0e-19    5.809 6.67e+06
1117  J1651-7642    1.755311 1.8e-10 1.36e-15 8.0e-18    3.361 2.04e+07
1118  J1652-1400    0.305447 3.0e-12 1.76e-17 1.5e-19    0.598 2.75e+08
1119  B1649-23      1.703739 5.0e-12 3.16e-15 4.0e-20    3.369 8.55e+06
1120  J1652+2651    0.915803 5.0e-11 6.54e-16 1.0e-19   25.000 2.22e+07

1121  J1652-4406    7.707183 4.0e-09 9.50e-15 2.0e-16    5.108 1.29e+07
1122  B1650-38      0.305037 3.0e-12 2.79e-15 2.0e-19    5.440 1.73e+06
1123  J1653-4030    1.019372 1.6e-10 4.36e-16 4.0e-17   17.188 3.70e+07
1124  J1653-4105    0.498978 7.0e-12 5.41e-17 1.1e-18   14.022 1.46e+08
1125  J1653-4249    0.612558 5.0e-11 4.81e-15 3.0e-17    4.475 2.02e+06

1126  J1653-4315    0.419280 9.0e-11 1.50e-17 4.0e-18    4.004 4.43e+08
1127  J1653-45      0.950977 3.0e-06      NaN       0    3.507    NaN
1128  J1653-4854    3.059510 5.0e-10 3.45e-15 1.1e-16   15.188 1.41e+07
1129  J1654-23      0.545360 3.0e-08      NaN       0    4.071    NaN
1130  J1654-26      1.623730       0      NaN       0    6.603    NaN

1131  J1654-2713    0.791822 1.9e-11 1.68e-16 1.9e-19    4.942 7.49e+07
1132  J1654-3710    0.939165 3.0e-11 7.35e-16 3.0e-18   19.006 2.03e+07
1133  J1654-4140    1.273945 1.2e-10 1.30e-16 8.0e-17    4.645 1.55e+08
1134  J1654-4245    1.101555 7.0e-10 5.12e-14 3.0e-17   10.606 3.41e+05
1135  J1655-3048    0.542936 9.0e-12 3.66e-17 9.0e-19   10.670 2.35e+08

1136  J1655-3844    1.193439 1.4e-10 2.00e-15 6.0e-17   19.040 9.45e+06
1137  J1656+00      1.497850       0      NaN       0    3.940    NaN
1138  J1656-3621    0.730134 1.6e-11 1.28e-15 1.6e-18   10.733 9.07e+06
1139  J1656+6203    0.776155 4.0e-11 8.44e-16 2.0e-18   25.000 1.46e+07
1140  J1657+3304    1.570276 1.0e-10 1.73e-15 2.0e-18    2.366 1.43e+07

1141  J1657-4432    0.609607 4.0e-11 8.20e-15 5.0e-18    4.558 1.18e+06
1142  J1658-2823    3.359700 0.0e+00      NaN       0    3.473    NaN
1143  J1658+3630    0.033028 1.5e-14 1.16e-19 1.9e-21    0.224 4.52e+09
1144  J1658-4306    1.166449 5.0e-10 4.28e-14 6.0e-17    5.254 4.32e+05
1145  J1658-47      0.369365 1.4e-06      NaN       0   23.425    NaN

1146  J1658-4958    0.416874 1.1e-11 3.86e-15 7.0e-18    6.107 1.71e+06
1147  B1657-13      0.640958 5.0e-12 6.18e-16 4.0e-20    0.485 1.64e+07
1148  J1659-4316    0.474381 3.0e-11 1.71e-16 1.0e-17    4.986 4.40e+07
1149  J1659-4439    0.353293 1.5e-11 2.50e-17 3.0e-18   12.689 2.24e+08
1150  J1659-54      0.544573 1.5e-04      NaN       0    5.658    NaN

1151  J1700-0954    0.817312 5.0e-11 7.52e-16 7.0e-19    0.217 1.72e+07
1152  J1700-3312    1.358307 1.0e-11 4.71e-15 1.3e-19    7.386 4.57e+06
1153  J1700-3611    1.494091 1.6e-10 4.32e-15 1.6e-17    9.288 5.47e+06
1154  J1700-3919    0.560504 1.6e-11 5.03e-18 1.3e-18   11.634 1.77e+09
1155  J1700-4012    0.283792 1.1e-11 9.91e-17 4.0e-18    6.699 4.54e+07

1156  J1700-4422    0.755535 3.0e-10 4.00e-17 2.0e-17    6.362 2.99e+08
1157  J1700-4939    0.578363 4.0e-11 1.08e-15 7.0e-18   15.418 8.50e+06
1158  J1701-3130    0.291341 1.2e-12 5.60e-17 1.2e-19    5.251 8.25e+07
1159  B1658-37      2.454618 1.3e-11 1.11e-14 4.0e-19   12.947 3.50e+06
1160  B1657-45      0.322909 3.0e-12 5.19e-16 2.0e-19   19.589 9.85e+06

1161  J1701-4958    0.804304 1.2e-10 1.10e-16 4.0e-17   10.823 1.16e+08
1162  J1702-3932    0.390328 1.9e-11 3.78e-16 5.0e-18   15.190 1.64e+07
1163  J1702-4128    0.182136 6.0e-12 5.23e-14 3.0e-19    3.967 5.51e+04
1164  J1702-4217    0.227565 7.0e-12 1.14e-17 6.0e-19    4.715 3.16e+08
1165  J1702-4306    0.215508 1.0e-12 9.78e-15 1.0e-20    5.047 3.49e+05

1166  J1702-4310    0.240524 4.0e-11 2.24e-13 1.8e-18    4.326 1.70e+04
1167  J1702-4428    2.123506 6.0e-10 3.30e-15 4.0e-16   11.151 1.02e+07
1168  J1703-18      1.270240       0      NaN       0    1.416    NaN
1169  B1700-18      0.804341 1.2e-12 1.73e-15 1.0e-20    2.857 7.36e+06
1170  B1700-32      1.211785 3.0e-12 6.60e-16 1.8e-20    3.167 2.91e+07

1171  J1703-38      6.443000 1.0e-03      NaN       0   14.170    NaN
1172  J1703-4442    1.747293 1.0e-10 1.43e-14 1.9e-17    5.224 1.94e+06
1173  J1703-4851    1.396405 4.0e-12 5.07e-15 1.4e-19    4.114 4.36e+06
1174  J1704-3756    0.305234 1.1e-11 1.13e-14 3.0e-22   15.245 4.29e+05
1175  J1704-5236    0.230708 3.0e-12 5.20e-17 3.0e-18    9.485 7.03e+07

1176  B1659-60      0.306323 5.0e-10 9.10e-16 2.0e-17    1.589 5.33e+06
1177  J1705-04      0.237480 2.0e-05      NaN       0    0.210    NaN
1178  B1702-19      0.298987 1.7e-12 4.14e-15 1.0e-20    0.747 1.14e+06
1179  J1705-3423    0.255427 7.0e-13 1.08e-15 4.0e-20    3.843 3.76e+06
1180  J1705-3936    0.854482 3.0e-10 1.93e-14 1.0e-16    9.673 7.03e+05

1181  J1705-3950    0.318941 1.4e-11 6.06e-14 1.3e-18    3.426 8.34e+04
1182  J1705-4108    0.861067 3.0e-10 3.47e-14 7.0e-17    5.969 3.93e+05
1183  J1705-4331    0.222561 2.0e-11 7.12e-17 5.0e-19    3.441 4.95e+07
1184  J1705-6135    0.808546 1.0e-09 6.00e-17 4.0e-17    5.577 2.14e+08
1185  J1706-3839    0.586287 1.8e-10 3.00e-15 6.0e-17   17.644 3.10e+06

1186  J1706-4310    0.616979 5.0e-10 6.51e-15 1.2e-17   17.561 1.50e+06
1187  J1706-4434    0.429922 6.0e-12 2.58e-15 2.0e-21   19.449 2.64e+06
1188  J1706+59      1.476687 5.8e-05      NaN       0    3.931    NaN
1189  J1706-6118    0.361921 1.5e-12 2.92e-16 4.0e-20    3.394 1.96e+07
1190  J1707+35      0.159800       0      NaN       0    1.680    NaN

1191  B1703-40      0.581018 7.0e-12 1.92e-15 1.7e-19    4.000 4.79e+06
1192  J1707-4341    0.890594 3.0e-11 5.70e-15 4.0e-18   13.009 2.48e+06
1193  J1707-4417    5.763777 4.0e-10 1.16e-14 2.0e-17   14.053 7.84e+06
1194  J1707-4729    0.266474 3.0e-11 1.56e-15 6.0e-19   12.833 2.71e+06
1195  J1708+02      0.410772       0      NaN       0    1.454    NaN

1196  J1708-3426    0.692116 3.0e-11 4.21e-15 1.0e-19    4.638 2.61e+06
1197  J1708-3641    0.587567 1.4e-11 1.35e-16 5.0e-19   11.313 6.90e+07
1198  J1708-3827    1.225782 7.0e-10 8.60e-15 5.0e-16   20.594 2.26e+06
1199  J1708-4008   11.006262 7.0e-07 1.96e-11 1.0e-13    3.800 8.90e+03
1200  J1708-4522    1.297837 7.0e-11 2.61e-15 7.0e-18   23.091 7.87e+06

1201  J1708-52      0.449620       0      NaN       0    3.295    NaN
1202  B1701-75      1.191024 8.0e-10 1.88e-15 4.0e-17    1.322 1.00e+07
1203  B1706-16      0.653054 4.0e-11 6.31e-15 1.3e-19    0.562 1.64e+06
1204  J1709-3626    0.447857 1.1e-11 2.27e-15 1.3e-18   16.081 3.13e+06
1205  J1709-3841    0.586986 1.8e-10 7.86e-15 1.1e-16    4.300 1.18e+06

1206  J1709-4342    1.735898 1.0e-08 8.00e-16 3.0e-16    6.450 3.44e+07
1207  J1709-4401    0.865235 7.0e-10 7.37e-15 1.0e-17    4.597 1.86e+06
1208  B1706-44      0.102459 8.0e-12 9.30e-14 1.3e-19    2.600 1.75e+04
1209  J1710-2616    0.954158 1.0e-09 2.00e-17 2.0e-17    5.201 7.56e+08
1210  J1710-37      0.792659 3.0e-11      NaN       0    6.090    NaN

1211  J1710-4148    0.286561 1.5e-11 1.02e-16 4.0e-18    7.193 4.45e+07
1212  B1709-15      0.868804 4.0e-12 1.10e-15 3.0e-20    1.081 1.25e+07
1213  J1711-3826    0.465365 7.0e-11 7.41e-15 1.6e-17    4.146 9.95e+05
1214  J1711-4322    0.102618 6.0e-13 2.67e-17 5.0e-20    3.986 6.10e+07
1215  B1707-53      0.899233 9.0e-12 1.55e-14 5.0e-19    4.498 9.17e+05

1216  J1712-2715    0.255360 3.0e-12 1.28e-15 3.0e-19    3.118 3.16e+06
1217  J1712-391     0.778149 1.0e-06      NaN       0    4.355    NaN
1218  J1712-392     0.092528 1.0e-07      NaN       0    4.843    NaN
1219  J1713-3844    1.600114 3.0e-10 1.77e-13 1.3e-16    4.426 1.43e+05
1220  J1713-3949    0.392451 5.0e-07      NaN       0    3.885    NaN

1221  J1713+7810    0.432526 3.0e-11 1.14e-16 5.0e-18    4.580 6.01e+07
1222  J1714-1054    0.696279 9.0e-12 5.88e-17 4.0e-19    0.215 1.88e+08
1223  J1714-3810    3.824936 1.7e-05 5.88e-11 8.0e-13   13.200 1.03e+03
1224  J1714-3830    0.084140       0      NaN       0      NaN    NaN
1225  J1715-3247    1.260214 8.0e-11 9.20e-17 7.0e-18    4.047 2.17e+08

1226  J1715-3700    0.779628 4.0e-10 1.46e-16 5.0e-17    5.013 8.47e+07
1227  J1715-3859    0.928108 3.0e-11 4.40e-15 7.0e-18    5.158 3.34e+06
1228  J1715-3903    0.278494 7.0e-11 3.74e-14 1.1e-18    3.737 1.18e+05
1229  J1715-4034    2.072155 4.0e-11 3.03e-15 9.0e-19    3.917 1.08e+07
1230  J1715-4254    0.573745 7.0e-11 8.76e-16 1.0e-17   18.772 1.04e+07

1231  J1715+46      0.548100       0      NaN       0    1.754    NaN
1232  J1716-3720    0.630314 6.0e-11 1.80e-14 1.2e-17    5.375 5.56e+05
1233  J1716-4005    0.311813 4.0e-11 2.87e-15 4.0e-17    5.418 1.72e+06
1234  J1716-4111    1.036067 3.0e-11 2.88e-15 5.0e-18    4.387 5.70e+06
1235  J1716-4711    0.555824 6.0e-11 8.33e-16 2.0e-18   21.907 1.06e+07

1236  J1717+03      3.901000       0      NaN       0    1.238    NaN
1237  B1714-34      0.656299 7.0e-11 9.80e-15 5.0e-19   25.000 1.06e+06
1238  J1717-3737    0.682419 3.0e-11 5.29e-15 6.0e-18    4.334 2.04e+06
1239  J1717-3847    1.149499 6.0e-10 8.20e-16 7.0e-17    5.012 2.22e+07
1240  J1717-3953    1.085521 1.8e-10 3.30e-17 1.9e-17    6.537 5.21e+08

1241  J1717-4043    0.397857 3.0e-11 1.22e-14 1.3e-17   14.244 5.15e+05
1242  J1717-40435   0.349929 1.0e-10 1.75e-15 7.0e-17   16.635 3.17e+06
1243  B1713-40      0.887719 3.0e-11 3.70e-15 3.0e-18    7.283 3.80e+06
1244  J1717-5800    0.321793 6.0e-12 1.96e-16 1.0e-18   11.223 2.61e+07
1245  J1718-3714    1.289379 3.0e-10 2.62e-14 3.0e-17    5.326 7.79e+05

1246  J1718-3718    3.378574 4.0e-10 1.61e-12 5.0e-17    3.918 3.32e+04
1247  J1718-3825    0.074670 4.0e-13 1.32e-14 7.0e-20    3.488 8.95e+04
1248  J1718-41      0.548419 1.2e-06      NaN       0   11.597    NaN
1249  J1718-4539    0.590473 3.0e-11 7.51e-15 7.0e-18   13.803 1.25e+06
1250  J1719-2330    0.453993 1.9e-11 2.19e-15 4.0e-19    4.274 3.29e+06

1251  J1719-3458    0.493775 3.0e-12 1.49e-17 3.0e-19   16.425 5.25e+08
1252  B1715-40      0.189094 2.0e-12 1.67e-15 2.0e-19    9.783 1.80e+06
1253  J1719-4302    0.235475 3.0e-11 3.92e-16 9.0e-19   13.437 9.52e+06
1254  J1720+00      3.357000       0      NaN       0    2.555    NaN
1255  B1718-02      0.477715 3.0e-12 8.28e-17 1.9e-20    2.357 9.14e+07

1256  B1717-16      1.565601 3.0e-11 5.80e-15 3.0e-19    0.988 4.28e+06
1257  J1720+2150    1.615664 7.0e-11 7.40e-16 2.0e-18    5.583 3.46e+07
1258  J1720-2446    0.874265 8.0e-11 5.93e-16 4.0e-18    3.877 2.34e+07
1259  B1717-29      0.620448 1.6e-12 7.46e-16 1.6e-20    1.095 1.32e+07
1260  J1720-36      0.092132 3.0e-08      NaN       0    3.783    NaN

1261  J1720-3659    0.351125 5.0e-12 3.27e-17 9.0e-19    3.909 1.70e+08
1262  B1718-19      1.004037 1.9e-10 1.62e-15 1.6e-18    8.010 9.80e+06
1263  J1721-1939    0.404040 1.5e-11 1.28e-16 1.5e-18    5.621 4.99e+07
1264  B1718-35      0.280424 6.0e-12 2.52e-14 8.0e-20    4.600 1.76e+05
1265  B1718-32      0.477158 1.6e-12 6.45e-16 1.4e-19    2.928 1.17e+07

1266  J1722+35      0.821600       0      NaN       0    2.196    NaN
1267  B1718-36      0.399183 4.0e-12 4.46e-15 3.0e-19    3.992 1.42e+06
1268  B1719-37      0.236180 4.0e-11 1.09e-14 7.0e-19    2.477 3.44e+05
1269  J1722-4400    0.218554 1.5e-12 3.74e-16 4.0e-19    9.068 9.26e+06
1270  J1723-2852    0.625034 1.2e-09 9.00e-16 1.6e-15    4.768 1.10e+07

1271  J1723-3659    0.202725 1.3e-12 8.03e-15 3.0e-19    3.497 4.00e+05
1272  J1723-38      0.765796 1.0e-10      NaN       0    6.842    NaN
1273  J1724-3149    0.948237 9.0e-11 7.25e-15 4.0e-17   17.898 2.07e+06
1274  J1724-35      1.421990 2.0e-05      NaN       0    4.330    NaN
1275  J1724-3505    1.221708 3.0e-10 2.11e-14 9.0e-17    6.775 9.17e+05

1276  J1724-4500    1.309109 3.0e-10 3.51e-15 1.2e-16    7.366 5.90e+06
1277  J1725-0732    0.239919 4.0e-12 4.30e-16 3.0e-19    0.203 8.85e+06
1278  J1725-2852    1.257788 1.0e-08 1.99e-15 1.5e-16    4.251 1.00e+07
1279  J1725-3546    1.032471 4.0e-10 1.50e-14 8.0e-17    4.784 1.09e+06
1280  J1725-3848    2.062386 1.3e-09 2.30e-14 5.0e-16    4.141 1.42e+06

1281  J1725-4043    1.465071 9.0e-11 2.79e-15 3.0e-17    4.465 8.32e+06
1282  J1726-00      1.308600       0      NaN       0    3.049    NaN
